"id","latitude","longitude","city","state","station"
"USC00132171",42.0364,-95.3289,"Denison","IA","DENISON"
"USS0006H24S",41.24,-106.23,"Laramie","WY","Cinnabar Park"
"USW00024221",44.1278,-123.2206,"Eugene","OR","EUGENE MAHLON SWEET AP"
"USC00475364",45.1786,-89.6617,"Merrill","WI","MERRILL"
"USS0006H13S",41.36,-106.23,"Centennial","WY","Brooklyn Lake"
"US1KSSG0002",37.6916,-97.4797,"Wichita","KS","MAIZE 5.7 S"
"USW00013996",39.0725,-95.6261,"Topeka","KS","TOPEKA MUNI AP"
"USS0020L10S",38.93,-120.05,"South Lake Tahoe","CA","Fallen Leaf"
"USW00014991",44.8664,-91.4878,"Eau Claire","WI","EAU CLAIRE RGNL AP"
"USC00410433",30.4144,-97.7664,"Austin","TX","AUSTIN GREAT HILLS"
"USW00013904",30.1831,-97.68,"Austin","TX","AUSTIN BERGSTROM AP"
"USW00094847",42.2314,-83.3308,"Romulus","MI","DETROIT METRO AP"
"USW00003927",32.8978,-97.0189,"Irving","TX","DALLAS FT WORTH AP"
"USW00014768",43.1167,-77.6767,"Rochester","NY","ROCHESTER GTR INTL AP"
"USC00471064",44.1614,-88.0803,"Brillion","WI","BRILLION"
"US1KSSG0020",37.6925,-97.4877,"Wichita","KS","WICHITA 7.9 W"
"USC00257545",40.0225,-95.7883,"Salem","NE","SALEM 5SW"
"USW00013959",31.6189,-97.2283,"Waco","TX","WACO RGNL AP"
"USS0006J01S",40.53,-106.78,"Steamboat Springs","CO","Dry Lake"
"USC00201468",45.3172,-85.2672,"Charlevoix","MI","CHARLEVOIX"
"USW00014898",44.4983,-88.1111,"Green Bay","WI","GREEN BAY"
"USC00412585",30.2194,-97.9878,"Austin","TX","DRIPPING SPRINGS 6 E"
"USC00418862",30.5844,-97.4156,"Taylor","TX","TAYLOR 1NW"
"USC00144972",39.1972,-96.5814,"Manhattan","KS","MANHATTAN"
"USC00253467",41.1586,-96.1922,"Omaha","NE","GRETNA 4NE"
"USS0006M22S",37.02,-106.45,"Antonito","CO","Cumbres Trestle"
"USW00014839",42.955,-87.9044,"Milwaukee","WI","MILWAUKEE MITCHELL AP"
"USS0005J39S",40.31,-105.64,"Estes Park","CO","Bear Lake"
"US1KSSG0003",37.7248,-97.4786,"Wichita","KS","MAIZE 3.4 SSW"
"USC00204161",47.0083,-88.4317,"Lake Linden","MI","JACOBSVILLE"
"US1SDMH0020",43.5267,-96.6658,"Sioux Falls","SD","SIOUX FALLS 3.4 ESE"
"USW00013961",32.8192,-97.3614,"Fort Worth","TX","FT WORTH MEACHAM FLD"
"USC00257800",40.2039,-95.7064,"Verdon","NE","SHUBERT 2SW"
"USC00473930",43.3194,-88.1681,"Jackson","WI","JACKSON"
"USC00145132",39.0542,-96.2367,"Mc Farland","KS","MC FARLAND"
"USW00003928",37.6544,-97.4425,"Wichita","KS","WICHITA"
"USC00258395",40.6661,-96.1892,"Syracuse","NE","SYRACUSE"
"USW00014922",44.8831,-93.2289,"Minneapolis","MN","MINNEAPOLIS/ST PAUL AP"
"USC00472055",44.3514,-87.812,"Denmark","WI","DENMARK WWTP"
"RQC00663532",17.9728,-66.9458,"Ensenada","PR","ENSENADA 1 W"
"USS0005K05S",39.67,-105.9,"Silverthorne","CO","Loveland Basin"
"USW00023213",38.5039,-122.8103,"Windsor","CA","SANTA ROSA SONOMA CO AP"
"USC00253050",41.43,-96.4669,"Fremont","NE","FREMONT"
"USW00014942",41.3103,-95.8992,"Omaha","NE","OMAHA EPPLEY AIRFIELD"
"USW00014826",42.9667,-83.7494,"Flint","MI","FLINT BISHOP INTL AP"
"USW00012921",29.5442,-98.4839,"San Antonio","TX","SAN ANTONIO INTL AP"
"USC00204090",45.7858,-88.0842,"Kingsford","MI","IRON MTN-KINGSFORD WWTP"
"USS0018E05S",44.83,-118.19,"Portland","OR","Bourne"
"USS0005J06S",40.81,-105.77,"Red Feather Lakes","CO","Deadman Hill"
"USC00250435",40.3706,-95.7469,"Brownville","NE","AUBURN 5 ESE"
"USW00094725",44.9358,-74.8458,"Massena","NY","MASSENA INTL AP"
"USC00141467",37.7206,-97.7936,"Cheney","KS","CHENEY 5N"
"USC00415429",29.6756,-97.6578,"Luling","TX","LULING"
"USW00014845",43.5331,-84.0797,"Freeland","MI","SAGINAW MBS INTL AP"
"USC00258465",40.3544,-96.1939,"Tecumseh","NE","TECUMSEH 1S"
"USS0008M06S",37.79,-108.02,"Dolores","CO","El Diente Peak"
"USW00014939",40.8508,-96.7475,"Lincoln","NE","LINCOLN MUNI AP"
"USW00014913",46.8369,-92.2097,"Duluth","MN","DULUTH"
"USC00259200",41.845,-96.7142,"West Point","NE","W PT"
"USW00094849",45.0717,-83.5644,"Alpena","MI","ALPENA CO RGNL AP"
"USC00340215",36.2483,-98.1883,"Ames","OK","AMES"
"US1TXWO0010",29.2829,-98.2456,"Adkins","TX","ELMENDORF 5.6 ENE"
"USW00014926",45.5433,-94.0514,"Saint Cloud","MN","ST CLOUD RGNL AP"
"USW00024257",40.5175,-122.2986,"Redding","CA","REDDING MUNI AP"
"USS0005J41S",39.94,-105.59,"Nederland","CO","Lake Eldora"
"USW00094814",44.3592,-84.6739,"Houghton Lake","MI","HOUGHTON LK ROSCOMMON AP"
"USC00259513",40.9153,-97.5997,"Benedict","NE","YORK 3N"
"USW00014943",42.3914,-96.3792,"Sioux City","IA","SIOUX CITY GATEWAY AP"
"USS0005J42S",40.04,-105.54,"Nederland","CO","Niwot"
"USS0007K02S",39.88,-107.6,"Meeker","CO","Burro Mountain"
"USS0011H07S",41.92,-111.47,"Garden City","UT","Garden City Summit"
"USS0007M27S",37.93,-107.68,"Ironton","CO","Idarado"
"USS0006K01S",39.36,-106.06,"Alma","CO","Hoosier Pass"
"USS0014F12S",43.87,-114.71,"Ketchum","ID","Galena Summit"
"USC00148950",38.2936,-97.9114,"Windom","KS","WINDOM 7S"
"USW00094911",42.8783,-97.3633,"Yankton","SD","YANKTON 2 E"
"USC00344019",36.5381,-98.2661,"Helena","OK","HELENA 1 SSE"
"US1KSJW0001",39.9421,-97.9872,"Webber","KS","WEBBER 2.6 ENE"
"USW00014944",43.5878,-96.7289,"Sioux Falls","SD","SIOUX FALLS"
"USW00013980",37.155,-98.0283,"Anthony","KS","ANTHONY"
"USS0007M05S",37.65,-107.81,"Durango","CO","Cascade"
"USW00012924",27.7839,-97.5108,"Corpus Christi","TX","CORPUS CHRISTI"
"USC00252037",42.7364,-97.4969,"Crofton","NE","CROFTON"
"USS0006J15S",40.85,-106.97,"Clark","CO","Elk River"
"USC00253065",40.6558,-97.2208,"Friend","NE","FRIEND 3E"
"USC00417327",32.3664,-99.1925,"Putnam","TX","PUTNAM"
"USC00412011",27.7792,-97.5056,"Corpus Christi","TX","CORPUS CHRISTI NWS"
"US1MTPK0007",45.6357,-110.4331,"Livingston","MT","LIVINGSTON 6.6 ESE"
"USS0005J18S",40.21,-105.57,"Allenspark","CO","Copeland Lake"
"USS0006K16S",39.3,-106.11,"Alma","CO","Buckskin Joe"
"USC00141179",39.8775,-98.3036,"Burr Oak","KS","BURR OAK 1N"
"USC00253175",40.5314,-97.5964,"Geneva","NE","GENEVA"
"USC00253660",40.6472,-98.3836,"Hastings","NE","HASTINGS 4N"
"USS0006K24S",39.49,-106.17,"Frisco","CO","Copper Mountain"
"USW00013966",33.9786,-98.4928,"Sheppard Afb","TX","WICHITA FALLS MUNI AP"
"USC00420819",40.8911,-111.8503,"Bountiful","UT","BOUNTIFUL BENCH"
"USC00045915",37.8792,-121.9303,"Walnut Creek","CA","MT DIABLO JUNCTION"
"USS0006K44S",39.6,-106.54,"Avon","CO","Mccoy Park"
"USS0007K13S",40,-107.24,"Meeker","CO","Trapper Lake"
"USS0007M35S",37.66,-107.8,"Durango","CO","Cascade #2"
"USW00003957",37.2839,-98.5528,"Medicine Lodge","KS","MEDICINE LODGE"
"USC00395481",43.2358,-97.5714,"Menno","SD","MENNO"
"USW00094949",40.6044,-98.4272,"Hastings","NE","HASTINGS MUNI AP"
"USC00411920",29.9614,-98.8944,"Comfort","TX","COMFORT 2"
"US1WASJ0003",48.6079,-122.9466,"Orcas","WA","ORCAS 0.7 NNW"
"USW00014935",40.9611,-98.3136,"Grand Island","NE","GRAND ISLAND AP"
"USW00012919",25.9156,-97.4186,"Brownsville","TX","BROWNSVILLE"
"USS0011R05S",34.75,-111.41,"Happy Jack","AZ","Happy Jack"
"USS0010D07S",45.01,-110.01,"Livingston","MT","Northeast Entrance"
"USC00342944",35.2164,-99.8628,"Erick","OK","ERICK"
"US1COBO0202",40.1103,-105.4391,"Ward","CO","WARD 4.6 NE"
"US1SDMN0001",43.8624,-97.7907,"Fulton","SD","FULTON 9.4 N"
"USW00014941",41.9856,-97.4353,"Norfolk","NE","NORFOLK KARL STEFAN AP"
"US1TXTY0005",32.4096,-100.0846,"Merkel","TX","MERKEL 5.8 SW"
"USC00147542",39.7772,-98.7783,"Smith Center","KS","SMITH CTR"
"USC00413508",28.3064,-98.1222,"George West","TX","GEORGE WEST 2 SSW"
"USS0005K27S",39.66,-105.59,"Idaho Springs","CO","Echo Lake"
"USC00417873",29.3283,-99.4653,"Uvalde","TX","SABINAL"
"USW00013962",32.4106,-99.6822,"Abilene","TX","ABILENE RGNL AP"
"USC00480140",43.7728,-111.0339,"Alta","WY","ALTA 1 NNW"
"USS0003E05S",44.21,-103.79,"Lead","SD","North Rapid Creek"
"USS0005J11S",40.58,-105.63,"Bellvue","CO","Hourglass Lake"
"USS0006K45S",39.6,-106.51,"Avon","CO","Beaver Ck Village"
"USS0006K12S",39.8,-106.03,"Parshall","CO","Middle Fork Camp"
"USS0013D10S",45.17,-113.5,"Dillon","MT","Bloody Dick"
"USC00250050",42.5522,-99.8556,"Ainsworth","NE","AINSWORTH"
"USC00252560",40.2764,-99.7836,"Arapahoe","NE","EDISON"
"USS0008G03S",42.57,-108.84,"Lander","WY","South Pass"
"USS0006G01S",42.73,-106.32,"Casper","WY","Casper Mtn."
"USC00057317",37.9136,-104.9483,"Rye","CO","RYE 1SW"
"USC00143527",38.8586,-99.3358,"Hays","KS","HAYS 1 S"
"USS0006K30S",39.32,-106.61,"Meredith","CO","Kiln"
"US1SDPN0002",44.0886,-103.2997,"Rapid City","SD","RAPID CITY 3.4 WNW"
"USS0006H19S",41.33,-106.5,"Saratoga","WY","South Brush Creek"
"USS0012P02S",35.14,-112.15,"Williams","AZ","White Horse Lake"
"USS0006K14S",39.72,-106.16,"Silverthorne","CO","Summit Ranch"
"USW00014936",44.3981,-98.2231,"Huron","SD","HURON RGNL AP"
"USS0005N04S",36.13,-105.53,"Vadito","NM","Tres Ritos"
"USC00410394",33.1525,-100.2333,"Aspermont","TX","ASPERMONT"
"USW00014914",46.9253,-96.8111,"Fargo","ND","FARGO HECTOR INTL AP"
"USS0014F19S",43.77,-114.42,"Rexburg","ID","Chocolate Gulch"
"USC00056205",38.0264,-107.6725,"Ouray","CO","OURAY #2"
"USW00003103",35.1442,-111.6664,"Flagstaff","AZ","FLAGSTAFF PULLIAM AP"
"USW00023007",34.4272,-100.2831,"Childress","TX","CHILDRESS MUNI AP"
"USC00146637",39.0667,-100.2389,"Quinter","KS","QUINTER"
"USW00013985",37.7608,-99.9683,"Dodge City","KS","DODGE CITY"
"USC00140365",37.1942,-99.7633,"Ashland","KS","ASHLAND"
"USW00024023",41.1214,-100.6694,"North Platte","NE","NORTH PLATTE RGNL AP"
"USC00412121",33.6517,-101.245,"Crosbyton","TX","CROSBYTON"
"USW00014916",47.9428,-97.1839,"Grand Forks","ND","GRAND FORKS INTL AP"
"USC00418818",33.1714,-101.7981,"Tahoka","TX","TAHOKA"
"USW00023034",31.3711,-100.4922,"San Angelo","TX","SAN ANGELO"
"US1CACC0001",37.9898,-122.1085,"Martinez","CA","MARTINEZ 0.8 SSE"
"USW00024020",40.5233,-101.0344,"Hayes Center","NE","HAYES CENTER 1NW"
"USC00394516",43.9025,-99.8583,"Kennebec","SD","KENNEBEC"
"USC00417944",31.3708,-100.4944,"San Angelo","TX","SAN ANGELO WFO"
"USC00415821",34.7261,-100.5372,"Memphis","TX","MEMPHIS"
"USC00020678",35.2303,-111.8222,"","AZ","BELLEMONT WFO"
"USW00022010",29.3783,-100.9269,"Del Rio","TX","DEL RIO INTL AP"
"USW00014929",45.4558,-98.4131,"Aberdeen","SD","ABERDEEN"
"USW00024025",44.3814,-100.2856,"Pierre","SD","PIERRE RGNL AP"
"USC00397277",45.4528,-99.3358,"Roscoe","SD","ROSCOE"
"US1COBO0072",40.0242,-105.2689,"Boulder","CO","BOULDER 1.3 NW"
"USS0010F17S",43.13,-110.2,"Bondurant","WY","East Rim Divide"
"USC00325638",47.8214,-101.2922,"Max","ND","MAX"
"USC00254455",41.2097,-101.6706,"Ogallala","NE","KINGSLEY DAM"
"USW00024011",46.7708,-100.7603,"Bismarck","ND","BISMARCK"
"USS0009S06S",33.69,-109.22,"Morenci","AZ","Beaver Head"
"USS0006K06S",39.3,-106.61,"Meredith","CO","Nast Lake"
"USS0012P01S",35.26,-112.06,"Williams","AZ","Chalender"
"USC00325002",48.6272,-101.3764,"Lansford","ND","LANSFORD"
"USW00026615",60.785,-161.8292,"Bethel Airport","AK","BETHEL AP"
"USW00023047",35.2333,-101.7089,"Amarillo","TX","AMARILLO"
"US1COEP0055",39.1125,-104.859,"Monument","CO","MONUMENT 2.9 N"
"USC00100803",42.3353,-111.385,"Bern","ID","BERN"
"US1MTDL0001",46.1661,-113.0853,"Anaconda","MT","ANACONDA 7.4 NW"
"USC00048587",39.5861,-122.5342,"Elk Creek","CA","STONY GORGE RSVR"
"USC00418232",33.6878,-101.9853,"Shallowater","TX","SHALLOWATER"
"USC00047851",35.3056,-120.6619,"San Luis Obispo","CA","SAN LUIS OBISPO POLY"
"USC00058793",37.3822,-102.2986,"Walsh","CO","WALSH 1 W"
"USS0011P02S",35.27,-111.74,"Flagstaff","AZ","Fort Valley"
"US1TXLK0007",33.5172,-101.9681,"Lubbock","TX","LUBBOCK 6.7 SW"
"USW00023065",39.3669,-101.7,"Goodland","KS","GOODLAND"
"USC00417079",34.1892,-101.7022,"Plainview","TX","PLAINVIEW"
"USC00148287",37.5983,-101.2908,"Ulysses","KS","ULYSSES 3NE"
"USC00417081",34.1981,-101.7461,"Plainview","TX","PLAINVIEW WTR PRODUCTN"
"USC00414967",33.0642,-101.0489,"Justiceburg","TX","LAKE ALAN HENRY"
"USC00411000",35.5303,-102.2564,"Boys Ranch","TX","BOYS RCH"
"USC00053652",38.6867,-105.3925,"Canon City","CO","GUFFEY 9SE"
"USW00023232",38.5069,-121.495,"Sacramento","CA","SACRAMENTO EXECUTIVE AP"
"USC00142980",37.9931,-100.8122,"Garden City","KS","GARDEN CITY EXP STN"
"USW00024225",42.3811,-122.8722,"Central Point","OR","MEDFORD ROGUE VLY AP"
"USW00023042",33.6542,-101.8136,"Lubbock","TX","LUBBOCK"
"USC00411128",33.1908,-102.2681,"Brownfield","TX","BROWNFIELD #2"
"USC00252645",42.0628,-102.3172,"Ellsworth","NE","ELLSWORTH 2W"
"USW00026451",61.1689,-150.0278,"Anchorage","AK","ANCHORAGE INTL AP"
"US1COLR0259",40.5857,-105.1317,"Fort Collins","CO","FCL 2.5 W"
"USC00413972",34.3697,-102.1175,"Hart","TX","HART"
"USC00415183",33.55,-102.3758,"Levelland","TX","LEVELLAND"
"USC00291963",34.5989,-103.2161,"Clovis","NM","CLOVIS 13 N"
"USC00416074",33.7186,-102.7586,"Morton","TX","MORTON"
"USC00244715",45.8728,-104.1583,"Ekalaka","MT","KNOBS 4 SW"
"USC00244558",48.3042,-114.2636,"Kalispell","MT","KALISPELL GLACIER AP"
"US1WYSH0014",44.8122,-106.9763,"Sheridan","WY","SHERIDAN 1.7 NW"
"US1COLR0509",40.3926,-105.1587,"Loveland","CO","LOV 4.0 W"
"US1WYLM0036",41.1449,-104.7547,"Cheyenne","WY","CHEYENNE 2.0 E"
"US1CASM0006",37.5488,-122.2587,"San Mateo","CA","FOSTER CITY 1.3 SW"
"USW00022521",21.3239,-157.9294,"Honolulu","HI","HONOLULU INTL AP"
"USC00481676",41.1517,-104.8061,"Cheyenne","WY","CHEYENNE WFO"
"USW00024157",47.6217,-117.5281,"Spokane","WA","SPOKANE INTL AP"
"USW00024028",41.8706,-103.5931,"Scottsbluff","NE","SCOTTSBLUFF HEILIG AP"
"US1TXMDL006",32.0063,-102.1463,"Midland","TX","MIDLAND 3.0 WSW"
"USW00023051",36.4486,-103.1539,"Clayton","NM","CLAYTON MUNI AIR PK"
"USC00459376",48.4742,-120.1886,"Winthrop","WA","WINTHROP 1 WSW"
"USC00241938",45.6444,-109.2675,"Columbus","MT","COLUMBUS"
"USC00058781",37.6303,-104.7956,"Walsenburg","CO","WALSENBURG 1 NW"
"USC00418964",36.3786,-103.0244,"Texline","TX","TEXLINE"
"USC00054546",37.115,-103.2986,"Kim","CO","KIM 10SSE"
"USW00024029",44.7694,-106.9689,"Sheridan","WY","SHERIDAN CO AP"
"USW00024018",41.1519,-104.8061,"Cheyenne","WY","CHEYENNE"
"USC00055236",40.435,-105.085,"Loveland","CO","LOVELAND 2N"
"USW00024033",45.8069,-108.5422,"Billings","MT","BILLINGS LOGAN INTL AP"
"USW00023254",37.9917,-122.055,"Concord","CA","CONCORD BUCHANAN FLD"
"USW00094055",46.3583,-104.25,"Baker","MT","BAKER MUNI AP"
"USW00024127",40.7781,-111.9694,"Salt Lake City","UT","SALT LAKE CITY INTL AP"
"USW00093037",38.81,-104.6883,"Colorado Springs","CO","COLORADO SPRINGS MUNI AP"
"USW00023062",39.7633,-104.8694,"Denver","CO","DENVER-STAPLETON"
"USW00094008",48.2138,-106.6213,"Glasgow","MT","GLASGOW INTL AP"
"US1AZCH0017",31.549,-110.2776,"Sierra Vista","AZ","SIERRA VISTA 1.3 E"
"US1CASD0012",32.9956,-117.0044,"Poway","CA","POWAY 3.2NE"
"USS0009S04S",33.9,-109.16,"McNary","AZ","Nutrioso"
"USW00023190",34.4258,-119.8425,"Goleta","CA","SANTA BARBARA MUNI AP"
"USC00040029",41.1936,-120.9447,"Adin","CA","ADIN RS"
"US1COLR0662",40.3922,-105.0539,"Loveland","CO","LOVELAND 2.0 SSE"
"USC00051743",39.2367,-107.9797,"Collbran","CO","COLLBRAN 1WSW"
"USW00003017",39.8328,-104.6575,"Denver","CO","DENVER INTL AP"
"USW00024153",46.9208,-114.0925,"Missoula","MT","MISSOULA INTL AP"
"US1IDBV0006",43.6176,-111.884,"Idaho Falls","ID","IDAHO FALLS 11.7 NE"
"US1UTML0001",39.3723,-112.3339,"Oak City","UT","OAK CITY 0.3 SSE"
"USC00044997",37.6922,-121.7692,"Livermore","CA","LIVERMORE"
"USW00023023",31.9433,-102.1889,"Midland","TX","MIDLAND ODESSA"
"US1NMGR0027",33.023,-108.5441,"Cliff","NM","CLIFF 5.7 NE"
"US1COBO0143",40.2001,-105.1087,"Longmont","CO","LONGMONT 2.1 N"
"USW00023237",37.8892,-121.2258,"Stockton","CA","STOCKTON METRO AP"
"US1CALA0001",34.1689,-118.2947,"Glendale","CA","GLENDALE 2.4 WSW"
"USW00026411",64.8039,-147.8761,"Fairbanks","AK","FAIRBANKS INTL AP"
"USW00024149",46.3747,-117.0156,"Lewiston","ID","LEWISTON NEZ PERCE CO AP"
"USW00094012",48.5428,-109.7633,"Havre","MT","HAVRE CITY CO AP"
"US1CARV0008",33.7307,-117.4276,"Corona","CA","CORONA 12.8 SE"
"USW00024089",42.8975,-106.4636,"Casper","WY","CASPER NATRONA CO AP"
"US1AZPM0111",32.139,-110.7674,"Tucson","AZ","TUCSON 10.5 ESE"
"USC00051294",38.46,-105.2256,"Canon City","CO","CANON CITY"
"USW00024155",45.6906,-118.8528,"Pendleton","OR","PENDLETON"
"USC00054254",37.0856,-107.5333,"Ignacio","CO","IGNACIO 6ESE"
"USW00093026",31.4583,-109.6061,"McNeal","AZ","DOUGLAS BISBEE INL AP"
"USW00023293",37.3592,-121.9239,"San Jose","CA","SAN JOSE"
"USC00057033",39.5572,-107.7261,"Rifle","CO","RIFLE 3ENE"
"USC00051964",37.9806,-105.6897,"Crestone","CO","CRESTONE 2 SE"
"USW00024131",43.5667,-116.2406,"Boise","ID","BOISE AIR TERMINAL"
"USW00023233",36.6636,-121.6081,"Salinas","CA","SALINAS MUNICIPAL AP"
"USW00093134",34.0511,-118.2353,"Los Angeles","CA","LOS ANGELES DWTN USC CAMPUS"
"USC00422592",37.7686,-111.5978,"Escalante","UT","ESCALANTE"
"USW00024156",42.9203,-112.5711,"Pocatello","ID","POCATELLO RGNL AP"
"USW00023273",34.8994,-120.4486,"Santa Maria","CA","SANTA MARIA PUBLIC AP"
"USW00023009",33.3075,-104.5083,"Roswell","NM","ROSWELL IND AIR PK"
"USW00023129",33.8117,-118.1464,"Long Beach","CA","LONG BEACH DAUGHERTY FLD"
"USW00023160",32.1314,-110.9553,"Tucson","AZ","TUCSON INTL AP"
"USW00093058",38.29,-104.4983,"Pueblo","CO","PUEBLO MEM AP"
"USC00262570",40.8603,-115.7425,"Elko","NV","ELKO NWS OFFICE"
"USW00093209",35.6697,-120.6283,"Paso Robles","CA","PASO ROBLES MUNI AP"
"USC00042805",33.6861,-117.3458,"Lake Elsinore","CA","ELSINORE"
"USC00487105",42.4717,-106.8528,"Casper","WY","PATHFINDER DAM"
"US1NVWH0011",39.5084,-119.8442,"Reno","NV","RENO 2.4 SSW"
"USW00094185",43.595,-118.9564,"Burns","OR","BURNS MUNI AP"
"US1NVWH0002",39.5573,-119.8144,"Reno","NV","RENO 1.4 NNE"
"USW00023174",33.9381,-118.3889,"Los Angeles","CA","LOS ANGELES INTL AP"
"USW00024121",40.8289,-115.7886,"Elko","NV","ELKO RGNL AP"
"USW00093193",36.78,-119.7194,"Fresno","CA","FRESNO YOSEMITE INTL AP"
"USC00487760",43.0306,-108.3744,"Riverton","WY","RIVERTON"
"US1NMBR0034",35.1278,-106.5437,"Albuquerque","NM","ALBUQUERQUE 4.6 E"
"USW00003170",39.6014,-116.0056,"Eureka","NV","EUREKA AIRPORT"
"USW00023188",32.7336,-117.1831,"San Diego","CA","SAN DIEGO LINDBERGH FLD"
"USW00024138",45.2575,-112.5545,"Dillon","MT","DILLON AP"
"USC00029464",33.7775,-112.5231,"Wittmann","AZ","WITTMANN 1SE"
"US1NMBR0148",35.0944,-106.6123,"Albuquerque","NM","ALBUQUERQUE 1.7 SSE"
"USC00290231",35.0217,-106.6939,"Albuquerque","NM","ALBUQUERQUE VALLEY"
"USC00297477",35.2836,-106.6194,"Rio Rancho","NM","RIO RANCHO #1"
"USW00023066",39.1342,-108.54,"Grand Junction","CO","GRAND JUNCTION WALKER FLD"
"USW00024128",40.9017,-117.8081,"Winnemucca","NV","WINNEMUCCA MUNI AP"
"US1NMDA0116",32.2718,-106.7668,"Las Cruces","NM","MESILLA 2.3 E"
"USC00052184",37.6911,-106.3078,"Monte Vista","CO","DEL NORTE 3ENE"
"USW00023044",31.8111,-106.3758,"El Paso","TX","EL PASO INTL AP"
"USW00024243",46.5683,-120.5428,"Yakima","WA","YAKIMA AIR TERMINAL"
"USC00483396",41.9861,-110.0611,"Kemmerer","WY","FONTENELLE DAM"
"USC00483031",44.4972,-108.3906,"Greybull","WY","EMBLEM"
"USW00023185",39.4839,-119.7711,"Reno","NV","RENO TAHOE INTL AP"
"USW00023050",35.0419,-106.6156,"Albuquerque","NM","ALBUQUERQUE INTL AP"
"USC00027187",32.8117,-111.6314,"Eloy","AZ","ROBSON RCH"
"USC00297481",35.2522,-106.6347,"Rio Rancho","NM","RIO RANCHO #2"
"USW00023194",35.0281,-110.7208,"Winslow","AZ","WINSLOW MUNI AP"
"USW00023183",33.4278,-112.0039,"Phoenix","AZ","PHOENIX SKY HARBOR INTL AP"
"USW00023155",35.4344,-119.0542,"Bakersfield","CA","BAKERSFIELD AP"
"USW00023179",34.7675,-114.6189,"Needles","CA","NEEDLES AP"
"USW00023169",36.0719,-115.1633,"Las Vegas","NV","LAS VEGAS MCCARRAN AP"
